Year,Month,Word,Frequency
2015,05,bill,10
2015,05,act,10
2015,05,nh,10
2014,08,care,35
2014,08,veterans,33
2014,08,bill,31
2014,08,va,30
2014,08,new,24
2014,08,act,24
2014,08,border,23
2014,08,health,22
2014,08,legislation,20
2014,08,district,20
2010,09,small,41
2010,09,new,35
2010,09,jobs,34
2010,09,businesses,27
2010,09,business,25
2010,09,san,24
2010,09,congresswoman,23
2010,09,insurance,21
2010,09,companies,20
2010,09,federal,17
2012,01,state,55
2012,01,jobs,42
2012,01,union,41
2012,01,american,39
2012,01,new,37
2012,01,economy,37
2012,01,work,36
2012,01,address,33
2012,01,senator,33
2012,01,congresswoman,32
2014,04,new,46
2014,04,pay,37
2014,04,act,36
2014,04,women,34
2014,04,health,33
2014,04,people,29
2014,04,equal,28
2014,04,make,26
2014,04,million,25
2014,04,global,24
2009,08,congresswoman,5
2009,08,health,4
2009,08,oday,3
2009,08,caroline,3
2009,08,lowey,3
2009,08,congressional,2
2009,08,kennedy,2
2009,08,reform,2
2009,08,loweys,2
2009,08,new,2
2009,09,health,105
2009,09,care,56
2009,09,hn,51
2009,09,reform,48
2009,09,insurance,47
2009,09,people,45
2009,09,flu,38
2009,09,district,30
2009,09,congress,28
2009,09,know,28
2011,03,government,27
2011,03,budget,25
2011,03,year,20
2011,03,law,19
2011,03,congress,19
2011,03,job,19
2011,03,visit,18
2011,03,jobs,17
2011,03,senator,17
2011,03,read,17
2010,12,tax,85
2010,12,act,71
2010,12,bill,65
2010,12,congress,56
2010,12,dont,54
2010,12,food,49
2010,12,cuts,48
2010,12,law,44
2010,12,senate,44
2010,12,legislation,38
2011,05,medicare,40
2011,05,health,29
2011,05,care,27
2011,05,program,21
2011,05,congress,20
2011,05,may,18
2011,05,bin,18
2011,05,updates,16
2011,05,legislation,16
2011,05,district,16
2011,12,tax,42
2011,12,veterans,40
2011,12,year,28
2011,12,payroll,27
2011,12,jobs,25
2011,12,congresswoman,24
2011,12,million,23
2011,12,american,23
2011,12,cut,23
2011,12,congress,22
2010,08,small,34
2010,08,jobs,28
2010,08,businesses,26
2010,08,business,21
2010,08,san,20
2010,08,francisco,19
2010,08,new,17
2010,08,congress,16
2010,08,health,15
2010,08,federal,15
2014,09,congress,33
2014,09,federal,28
2014,09,district,26
2014,09,september,25
2014,09,pm,25
2014,09,act,24
2014,09,american,24
2014,09,day,24
2014,09,new,20
2014,09,also,20
2010,02,new,44
2010,02,jobs,42
2010,02,congress,39
2010,02,senator,29
2010,02,act,28
2010,02,budget,28
2010,02,spending,28
2010,02,health,26
2010,02,tax,25
2010,02,credit,24
2009,12,christmas,39
2009,12,act,37
2009,12,jobs,36
2009,12,legislation,30
2009,12,health,30
2009,12,billion,29
2009,12,michigan,29
2009,12,american,26
2009,12,unemployment,24
2009,12,care,24
