Year,Month,Word,Frequency
2013,12,new,221
2013,12,federal,209
2014,05,veterans,376
2014,05,act,367
2014,05,committee,331
2014,05,health,294
2014,05,bill,278
2014,05,american,276
2014,05,congress,267
2014,05,va,267
2014,05,may,255
2014,05,national,253
2011,01,health,243
2011,01,congress,230
2011,01,spending,226
2011,01,care,215
2011,01,new,185
2011,01,government,174
2011,01,law,164
2011,01,repeal,160
2011,01,congressman,134
2011,01,obamacare,131
2015,04,tax,461
2015,04,congress,362
2015,04,iran,322
2015,04,act,287
2015,04,federal,252
2015,04,nuclear,236
2015,04,bill,230
2015,04,legislation,223
2015,04,district,195
2015,04,american,190
2013,11,health,834
2013,11,obamacare,626
2013,11,care,588
2013,11,veterans,544
2013,11,act,436
2013,11,plan,423
2013,11,insurance,416
2013,11,keep,409
2013,11,americans,403
2013,11,law,373
2012,06,care,532
2012,06,health,532
2012,06,law,462
2012,06,congress,443
2012,06,bill,430
2012,06,tax,377
2012,06,government,353
2012,06,american,329
2012,06,federal,325
2012,06,jobs,319
2010,05,new,168
2010,05,congress,122
2010,05,spending,121
2010,05,government,120
2010,05,law,119
2010,05,health,115
2010,05,federal,107
2010,05,congressman,106
2010,05,bill,103
2010,05,american,98
2011,08,spending,359
2011,08,debt,304
2011,08,budget,257
2011,08,federal,234
2011,08,government,219
2011,08,congress,202
2011,08,new,197
2011,08,senate,195
2011,08,jobs,185
2011,08,district,153
2011,02,spending,408
2011,02,budget,312
2011,02,federal,247
2011,02,government,242
2011,02,congress,226
2011,02,year,201
2011,02,bill,200
2011,02,health,192
2011,02,new,184
2011,02,district,172
2013,07,bill,693
2013,07,obamacare,517
2013,07,act,493
2013,07,health,471
2013,07,law,461
2013,07,federal,404
2013,07,care,403
2013,07,mandate,386
2013,07,senate,371
2013,07,american,360
2010,03,health,592
2010,03,care,483
2010,03,bill,476
2010,03,new,215
2010,03,government,212
2010,03,congress,198
2010,03,reform,186
2010,03,legislation,178
2010,03,american,168
2010,03,senate,167
2014,03,act,654
2014,03,law,465
2014,03,federal,462
2014,03,obamacare,423
2014,03,bill,420
2014,03,health,420
2014,03,care,407
2014,03,government,394
2014,03,congress,389
2014,03,veterans,367
2010,04,new,260
2010,04,health,244
2010,04,tax,240
2010,04,care,209
2010,04,government,200
2010,04,congress,174
2010,04,federal,173
2010,04,bill,147
2010,04,district,144
2010,04,law,142
2010,11,congress,134
2010,11,tax,86
2010,11,new,77
2010,11,government,54
2010,11,health,51
2010,11,updates,44
2010,11,economy,43
2010,11,americans,42
2010,11,jobs,42
2010,11,spending,42
2015,02,congress,574
2015,02,act,509
2015,02,bill,473
2015,02,budget,452
2015,02,district,377
2015,02,federal,372
2015,02,senate,332
2015,02,new,329
2015,02,legislation,328
2015,02,american,314
2015,05,congress,535
2015,05,act,509
2015,05,bill,465
2015,05,legislation,326
2015,05,national,318
2015,05,federal,285
2015,05,iran,281
2015,05,budget,277
2015,05,also,273
2015,05,veterans,265
2014,08,veterans,471
2014,08,va,356
2014,08,bill,356
2014,08,border,329
2014,08,care,312
2014,08,legislation,277
2014,08,district,273
2014,08,congress,269
2014,08,act,264
2014,08,also,234
2010,09,tax,250
2010,09,new,209
2010,09,congress,194
2010,09,health,185
2010,09,spending,172
2010,09,care,159
2010,09,businesses,157
2010,09,government,151
2010,09,small,146
2010,09,american,143
2012,01,jobs,319
2012,01,congress,287
2012,01,new,279
2012,01,senate,271
2012,01,american,264
2012,01,pipeline,260
2012,01,debt,256
2012,01,state,244
2012,01,energy,237
2012,01,keystone,227
2014,04,budget,479
2014,04,act,313
2014,04,american,290
2014,04,obamacare,259
2014,04,congress,254
2014,04,health,253
2014,04,care,241
2014,04,federal,240
2014,04,work,237
2014,04,last,219
2009,08,care,47
2009,08,health,39
2009,08,government,29
2009,08,boehner,25
2009,08,street,20
2009,08,pm,15
2009,08,issues,14
2009,08,reform,13
2009,08,district,12
2009,08,building,12
2009,09,health,481
2009,09,care,426
2009,09,federal,193
2009,09,government,186
2009,09,reform,182
2009,09,congress,176
2009,09,acorn,167
2009,09,texas,153
2009,09,new,149
2009,09,bill,141
2011,03,spending,430
2011,03,health,347
2011,03,energy,326
2011,03,government,321
2011,03,federal,317
2011,03,law,305
2011,03,budget,291
2011,03,care,289
2011,03,bill,273
2011,03,congress,266
2010,12,tax,357
2010,12,congress,186
2010,12,bill,174
2010,12,new,164
2010,12,government,150
2010,12,spending,145
2010,12,senate,129
2010,12,federal,125
2010,12,american,105
2010,12,legislation,98
2011,05,energy,520
2011,05,american,352
2011,05,act,291
2011,05,gas,285
2011,05,may,273
2011,05,budget,267
2011,05,new,259
2011,05,debt,257
2011,05,bill,257
2011,05,congressman,253
2011,12,act,359
2011,12,bill,301
2011,12,senate,249
2011,12,tax,240
2011,12,congress,229
2011,12,new,228
2011,12,year,225
2011,12,jobs,223
2011,12,job,219
2011,12,federal,212
2010,08,congress,138
2010,08,new,104
2010,08,tax,103
2010,08,government,84
2010,08,federal,80
2010,08,bill,80
2010,08,states,69
2010,08,spending,69
2010,08,jobs,66
2010,08,health,57
2014,09,act,322
2014,09,congress,319
2014,09,american,313
2014,09,health,265
2014,09,states,245
2014,09,isis,243
2014,09,federal,230
2014,09,district,230
2014,09,energy,222
2014,09,united,218
2010,02,health,286
2010,02,care,229
2010,02,congress,216
2010,02,budget,174
2010,02,government,173
2010,02,new,160
2010,02,spending,152
2010,02,american,146
2010,02,debt,129
2010,02,bill,129
2009,12,bill,256
2009,12,health,203
2009,12,tax,191
2009,12,care,174
2009,12,senate,149
2009,12,american,149
2009,12,new,149
2009,12,spending,142
2009,12,congress,134
2009,12,government,131
